Review;Label;Sentiment;Domain
For now I will turn off multitasking because if I delete Acrobat, I lose my documents.  After I take the time to back them up in another app, then I will dump Acrobat until they fix this situation.  ;Usa;Negative;Business   
The other reviewer decided it was the fault of iOS, but I have to disagree.  At the very least, Acrobat should find a way to turn off their own multitasking within their own app.;Usa;Negative;Business   
Every time I open the app. It has to reconnect to my Dropbox. VERY VERY annoying. Before there was no problem like this. Who every does the UPDATES, really knows how to BREAK a good app. IF it an't broke, DON'T FIX IT.;Sup;Negative;Business    
WELL JUST DID IT AGAIN, when I opened the app. It had to reconnect to Dropbox. It asked me to ALLOW Adobe to have access to Dropbox. As if I have not given it permission at least 10 to 15 times.;Usa;Positive;Business   
No decent radio stations here. Pandora is a sanity saver;Mis;Negative;Music   
This app has saved me several times with music of my choice.;Mis;Positive;Music   
I love music. Pandora is the best app on my phone. Everything about it is perfect.;Mis;Positive;Music   
Pandora makes my day better;Mis;Positive;Music   
The different songs that I have to choose from is very limited. Whomever is making the selection should try and keep up with the times;Mis;Negative;Music    
I've been a fan for years and still continue to be a loyal customer. It's amazing;Mis;Positive;Music   
Love the choices they give me.  Great music. Great connection.;Mis;Positive;Music   
I love pandora and every time I choose a new station I am never disappointed. What can I say this app is dope.;Mis;Positive;Music   
Im a middle school student and i am also in the advanced choir that competes in high school division competitions. I am also in that advanced orchestra. This app helps me concentrate and study new music. I love you thanks pandora;Mis;Positive;Music   
I'm not to savy with the latest technology, so when I was introduced to pandora via my wife. I'm finding that this music app is incredibly easy to use. I've been able to download my favorite songs with the touch of my finger. So for someone like me, it's very user friendly.;Usa;Positive;Music   
This is an amazing app it let's me listen to all of my music;Mis;Positive;Music   
Be ready for an incredible amount of ads as of recently. Ads were tolerable before recent, but now annoying. Frequent, LOUD, irrelevant, and long. Time to switch to Spotify ;Usa;Negative;Music    
I love that I can choose any type of station and my favorite songs come on ;Mis;Positive;Music   
Love all except 90s station 90s pop only plays alternative mostly where's the 90s pop rb without all that I love alternative but I want some 90s pop;Mis;Positive;Music    
I listen to this every night to help me go to sleep;Mis;Positive;Music   
I love this app I love listening to Christian songs Thank you pandora;Mis;Positive;Music   
I like the variety of music.  I love thumbs up and I don't mind the commercials.;Mis;Positive;Music   
Amazing selection of music;Mis;Positive;Music   
I've been using Pandora for close to a decade. I've been paying for it for more than five years. I love it. I've got handcrafted playlists I've been working on for ages. And now  they're all gone. As of July 31, Pandora up and shut down the service with no reason, just a corny goodbye recording. ;Mis;Positive;Music    
One star for this app because it doesn't play music, allow me to export, or anything. ;Sup;Negative;Music    
My crazy understanding was that as a business, you wanted to keep loyal paying customers. Pandora must be playing by a different rulebook. Too bad.;Mis;Negative;Music    
Thank you for this awesome app that brought all my favorite music I enjoy the connect for music I get from pandora and hope the best for the survival in competition. Keep up the good work and god bless.;Mis;Positive;Music   
I love pandora I listen to it on my car in my house everywhere 247 it's a really awesome app and I would love for u guys try it out;Mis;Positive;Music   
It is awesome never could ask for more ;Mis;Positive;Music   
I love it so much I wish there were less ads. It is frustrating.;Usa;Positive;Music    
Used for years, will continue to do so;Mis;Neutral;Music   
Keep up all the updates looks and works great Keep it up;Mis;Positive;Music   
It's my go to app for listening to music ;Mis;Neutral;Music   
Best app to get for radio, doesn't stop you as much as Spotify for ads and a big variety for all the radios;Mis;Positive;Music   
It's great. I love it and I love using it all the time;Mis;Positive;Music   
I always like Pandora just put your favorite song, artist you get the song you want or all related to the type of music base on what you put so is awesome so enjoy it ;Mis;Positive;Music   
Great stations curated just for you;Mis;Positive;Music   
only music app i use;Mis;Neutral;Music   
I've been a huuuuge long time listener. But I'm soooo tired of hearing commercials I'm about done;Mis;Negative;Music    
Keeps the mood going.;Mis;Neutral;Music   
I don't usually update my apps for the reason I'm about to give. I Love My Pandora and listen to it daily. However, I decided, for the first time in four years, to allow you update the app. Now I'm stuck with no music at all because the app will not open. That's why I gave you only one star. Had it been working I would have given you ten stars. PLEASE FIX THIS PROBLEM SOONER THAN ASAP ;Sup;Positive;Music   
THANK YOU SOOO MUCH FOR YOUR PROMPTNESS IN FIXING MY PANDORA  IT'S LIKE HEAVEN OPENED UP AND SHINED DOWN ON MY LIFE AGAIN  KITTY;Mis;Positive;Music   
Been using pandora app now for a very long time it keeps getting better with updates and never have any bug issues ;Mis;Positive;Music   
Been rocking with pandora for many many years still love it and still not paying;Mis;Positive;Music   
The new update keeps downgrading to the old version;Mis;Neutral;Music    
Have a very huge issue with the fact that I cannot replay songs even though I have premium account please fix this ASAP or one star will be lost on this review iPods;Mis;Positive;Music   
I love you pandora I love that you provide music for free, even if you do have some awful commercial;Mis;Positive;Music   
Tried new music apps but continue coming back. What i know and enjoy;Mis;Positive;Music   
This keeps closing on me. All of a sudden, my phone will just shut off and only when I'm playing Pandora. Also it doesn't always open when I get in my car and connect via Bluetooth.;Dep;Positive;Music   
Love my Pandora stations.;Mis;Positive;Music   
More ads than commercial radio, fewer and fewer selections of songs.  Where is the Pandora old They sold out.;Mis;Neutral;Music    
We couldn't live without it Love Pandora;Mis;Negative;Music   
great music app I love it ;Mis;Positive;Music   
Lately Pandora shuts down a lot. It kicks me out of the app and locks my screen. Why is it crashing so much? Fix it now.;Dep;Neutral;Music   
Download a PlayStation in like some of the songs that's what you hear on the on the open road. This is a great app.;Mis;Positive;Music   
Has pretty much all off the songs I'm looking for;Mis;Positive;Music   
the premium is worth it  Pandora has just gotten better and better.;Mis;Positive;Music   
Y'all are like an awesome time machine  You take me back to some of my favorite years with your awesome original artist renditions Love this app;Mis;Positive;Music   
I absolutely love my Pandora I love the variety of stations.;Mis;Positive;Music   
First app I download on every new device. I've used Pandora since it was available only on desktop and I never would've imagined how essential it would become.;Mis;Neutral;Music   
I love pandora it keeps me in the best moods especially since I'm always grouchy with this pregnancy pandora is the only thing that can keep my mood chill ;Mis;Positive;Music   
a minor annoyance is the ads that now replace the album cover automatically. Other than that great.;Usa;Positive;Music    
I love pandora..this one of the best music app..I love that I can shuffle all my music and everything about it is great;Mis;Positive;Music   
It's awesome I love it so much;Mis;Positive;Music   
Love love love love love Pandora ;Mis;Positive;Music   
Trash, completely trash. If you're in college just pay the 5 dollars a month to get Spotify. If you aren't a student it's like 10 dollars. It's still better than this trash app. Their radios play the same songs over and over again. There is no variety what so ever.;Mis;Positive;Music    
The app is clutch for me in the gym. Using the thumbs up really helps your play lists.;Mis;Positive;Music   
This app is amazing ;Mis;Positive;Music   
I love Pandora. The selection of songs I receive are epic, but those commercials are becoming annoying. I was ok with a few of them, but now they are popping up after every other song . If Pandora could cut out the excessive commercials, I would be in song heaven.;Mis;Positive;Music    
I love hearing all the fantastic songs;Mis;Positive;Music   
And the stations are annoying;Mis;Negative;Music    
No matter what time I turn on Pandora there is always songs that relate to my life I love it;Mis;Positive;Music   
Love it but wish I could add a song to a station as a station seed from the mobile app on the fly.;Usa;Positive;Music   
This is so much fun I love it ;Mis;Positive;Music   
There's many ads and when I type a song another one comes up. I hate this. Can you please remove the ads from the app. Maybe play the ads only once every 5 songs or something.;Usa;Neutral;Music   
It's so much better on my phone than my iPad and it feels like it's an update but it's not and there's no update so I don't get it;Mis;Positive;Music    
I love Pandora and the new Pandora Premium is awesome;Mis;Positive;Music   
Pandora is awesome A station that fits my mood or task everyday.;Mis;Positive;Music   
Better than I expected for someone who loves jay-z Kanye Andy that rap genre.;Mis;Positive;Music   
Love this app lets me litsen to the type of music i love;Mis;Positive;Music   
Pure  of course when your on the road;Mis;Neutral;Music   
Wish there were more skips;Mis;Positive;Music    
Love love love Pandora;Mis;Positive;Music   
Always got the best music and I love it;Mis;Positive;Music   
What I love most about Pandora is that I can select who I want to hear my music mood. I upgraded to the monthly subscription and it opens up better music and I LOVE creating new stations My current stations are off the charts good and I'm digging the new Thumbprint station. Good stuff.;Mis;Positive;Music   
There's nothing that I can complain about  it's a great app and has always worked fine for me;Mis;Positive;Music   
Love this app Pandora not only allows you to listen to your favorites, it also introduces you to knew ones ;Mis;Positive;Music   
Pandora is the only streaming site that takes my needs as a listener into account. Love it;Mis;Positive;Music   
I love Pandora One . Best music verity ever. One thing would make it perfect if you could add an equalizer and bass boost some how it would make it even better;Mis;Positive;Music   
I love Pandora I listen most days and find it brings joy to my life What a wonderful idea this was Thank you;Mis;Positive;Music   
I love how you can play anything;Mis;Positive;Music   
I'm paying 3.99month to avoid commercials, but I'm getting commercials every three songs ... no way... I just canceled it;Mis;Negative;Music   
I have been a long time listener and love almost everything about it except for the very limited skips that we get. Don't get me wrong the whole watch a small video and get more skips is wonderful but there are times I have bad service and get cheated out of my extra skips lol but otherwise love it;Mis;Positive;Music    
It's a good alternative to Spotify.  I turn it on when I want to shuffle all of my stations for constant variety, or when I just get bored of Spotify.;Mis;Positive;Music   
I asked Pandora to create a station for Traditional Christmas Guitar music. I'm enjoying the music even now and will return to it at Christmastime. There is so much holiday music to enjoy on Pandora at anytime.;Mis;Positive;Music   
Firstly, I feel the need to say that I really love the music selection. However, I can't handle the excessive amount of commercials. I would be okay with one after 6 or 7 songs....not 2 adds back to back after one or two songs though. Goodbye Pandora. Hello iHeartRadio.;Mis;Positive;Music    
I love this app. It had a great way of letting you select your variety of artists and genre of music. Love ThumbPrint radio. But in my opinion there are way too many adds. I would 100 pay for Pandora Plus or Premium if it weren't monthly because that is outrageous. Besides that, I would say this is a very good music app.;Mis;Positive;Music    
I've been listening to Pandora for so long I don't remember when I started. It gets me through my work day every Monday thru Friday;Mis;Neutral;Music   
I've always loved pandora and I'm loving all the updates.;Mis;Positive;Music   
Pandora is awesome All my favorite music one after the other.;Mis;Positive;Music   
Pandora is an amazing app.It allows me to listen to new music.;Mis;Positive;Music   
Hey guys you should get this pandora music app this is the best app on my iPhone thank you pandora for playing ALL of my favorite songs;Mis;Positive;Music   
Perfect for those of us who want to hear more of our favorite tunes and less of the other stuff.;Mis;Positive;Music   
I give 4 stars only because it glitches a lot and doesn't reset skips or replays for days sometimes other then that it has stations for bands that usually aren't on apps so I give them props for that;Dep;Neutral;Music   
Talk about randomness;Mis;Neutral;Music   
I love how it personalizes it to your custom listening experience;Mis;Positive;Music   
It is so annoying that every artist channel somehow leads to anything but the requested artist.  Songs are too frequent no matter how many times I thumb them down. ;Mis;Negative;Music    
How can Dr.Hook lead to Dr. Dre   Horrible app.;Mis;Negative;Music    
I really love this app it's amazing;Mis;Positive;Music   
I have an in home childcare and We use Pandora daily I love it and all the different stations to choose from when I go to the gym I turn on Pandora as well;Mis;Positive;Music   
I used Pandora for a long while. I 'built' several stations to my specific liking, but dealt with a commercials for Pandora One or any other nameless product between every other song. ;Mis;Positive;Music    
I switched to I Heart Radio and have had the same success with putting together stations of my style music. The difference is that with I Heart I might get a commercial when I switch from channel to channel, but other than that I can get an hour or more of commercial free music.;Mis;Positive;Music    
The new version of the app asks if you are listening way too often even in offline mode. Very annoying;Usa;Negative;Music    
I've been using Pandora from near the time when they came online. I love that I can customize stations with artists that I want on a particular station. I know there are other choices for streaming music that follow the thumbs up model but for me Pandora will always be my go to.;Mis;Positive;Music   
The only thing of love to see is the ability to thumbs up or down an artist and not just individual songs.;Mis;Positive;Music   
Very nice app, I love it plus u get to discover new music that sound like or close to the music u already love.;Mis;Positive;Music   
This is great for listening to music that I like.;Mis;Positive;Music   
Pandora is always on before PT in the morning, on the way home to put my uniform on, on the way back to work, and on the way home at the end of the day;Mis;Neutral;Music   
They have good movies mix of everything.;Mis;Positive;Music   
Caters to your tastes and the ads aren't so intrusive to ruin the experience. If you want to find great new music while relaxing or working, this is the way to go;Mis;Positive;Music   
It has taken me a few years but I have made the perfect station for me. It's so easy to add more artists to my station or like and dislike. I love Pandora and I am gonna keep using it;Mis;Positive;Music   
Always playing my songs love it  Wish it was ads free tho;Mis;Positive;Music   
What's not to love It's your choices;Mis;Negative;Music   
Works without pausing every song. Needs to play more variety still;Mis;Positive;Music    
Eminem radio constantly crashes. What is wrong with this app?;Dep;Negative;Music   
Never disappointed.  Always hearing something new that falls right in my wheel of eclectic genres Highly suggest especially with pro so there's no ad interruptions  I have used for years and still prefer it to Spotify or any other competing applications;Mis;Negative;Music   
No matter the mood i'm in, Pandora saves the day. ;Mis;Negative;Music   
I listen to this every night for sleep, love the meditation and relaxation music ;Mis;Positive;Music   
Love all the stations I have created;Mis;Positive;Music   
I am a long time Pandora paid subscriber.  While I'm driving more and more the app pops up a solicitation for feedback and upgrade.  In California it is illegal to text or touch your phone while driving.  Once the solicitation is up you can't see your music or playing station.  This is very distracting and to switch back you have to break the law and touch your screen to decline. ;Usa;Negative;Music    
Today I finally hit the decline and inadvertently touched the 12.99 upgrade.  I had to pull over while on the highway so it didn't charge me This is not reasonable.  ;Usa;Neutral;Music    
PLEASE REMOVE SOLICITATION FOR PAID SUBSCRIPTIONS. OR AT LEAST REMOVE WHILE DRIVING. IT IS UNSAFE.;Usa;Positive;Music    
Long time pandora user. Love love love this app;Mis;Positive;Music   
A MUST HAVE APP 4 MUSIC LOVERS Newest, most popular  greatest songs from ALL genres;Mis;Positive;Music   
Love that I can listen to bands that I like and then something completely new. Be introduced to other great bands, or reintroduced to bands I haven't heard from in a long time.;Mis;Positive;Music   
Pandora is the best music app. Great variety to your stations and really pays attention to what you're listening to like they almost know you're mood. ;Mis;Positive;Music   
A skip or two more would be nice but that's it.;Usa;Positive;Music   
The only downsides are every day a channel that I'm listening to suddenly says, Channel unavailable and it'll go Are you still listening.  Dude  I'm riding my motorcycle, just keep playing music, Wth;Usa;Negative;Music    
So I need an account if I want to use this, but when I finish It keeps telling me I am unable to sign in;Mis;Neutral;Music   
Great job on providing amazing music with very limited commercials;Mis;Positive;Music   
I listen before work, on the way to work, at work and...........who am I kidding, I listen to Pandora everyday. Lol;Mis;Positive;Music   
I would go crazy without Pandora . Pandora gives me life . Always plays my favorite music . Reads my mind every time  Great app  ;Mis;Positive;Music   
Basically awesome, got everything you like;Mis;Positive;Music   
And I'm a cheapo My husband is even more and he agrees it's worth.;Mis;Positive;Music   
I use the app everyday.;Mis;Neutral;Music   
It is amazing I love pandora;Mis;Positive;Music   
I love this app, When you choose your favorite artist or song you can set it as a station  as similar songs  artists play you can likeor dislike with thumbs up or down so your liked songs play more often  disliked won't play again. With the free version there aren't many ads  they're short  quick so it's not bothersome.;Mis;Positive;Music   
I love pandora so much when I received free premium I was listening to music with no ads it was the best too bad I only have 7 days free premium I wish I had it forever. After I got premium I was listening to pandora like no tomorrow I kinda wish the offline version is with the free version that would be lit. Also I wish they can take it easy with the ads because it's like watching tv you get those dumb annoying commercials that's the reason why I don't watch it anymore but yeah ads are severely annoying so I just ask please take off the ads for customer sake;Usa;Positive;Music    
This app is amazing, it gives me exactly what I want to listen everyday. Pandora you rock;Mis;Positive;Music   
Good player. Way too many repeats;Mis;Positive;Music    
This app is great it has so much music including undertale;Mis;Positive;Music   
Love this app if like commercials You have to pay for no commercials in order to get the full effect. I do understand why;Mis;Positive;Music   
Great app And works great if your out of the US using a VPN connection too;Mis;Positive;Music   
This is a good app to listen to music;Mis;Positive;Music   
Could be better if it was a free service .;Mis;Positive;Music    
Love the variety and my own customizations.  Apple Music and SiriusXM don't compare.  I love that I can customize down to the tone and syncopation.  Amazing.  Love you Pandora;Mis;Positive;Music   
I love how it gives me music on stations that's similar to my favorite songs, I'm able to hear great new music;Mis;Positive;Music   
Love the shuffle feature, very few ads. I like the fact that's free first with the option to upgrade. It serves a wider community. Thank you;Mis;Positive;Music   
No since in worrying about what songs to choose, plays everything I love;Mis;Positive;Music   
Best road companion;Mis;Positive;Music   
Enjoy it  Selection is good and love the way I can thumbs down a song and the next one immediately starts to play.  Don't change anything.;Mis;Positive;Music   
Ever since the last update it will drain my battery in 3 hours.. I don't understand why even on offline mode.. I can't use it now. Please fix this issue;Per;Positive;Music   
What I'm listening to Pandora I get exactly the music I want to hear and I don't have to make any compromises.;Mis;Positive;Music   
I can listen to it all day long;Mis;Neutral;Music   
Love it because it has all of my favorite songs on it all I have to do is type in a artist and it plays and also I can go to other apps and play them at the same time I listen to music;Usa;Positive;Music   
The ads get a little annoying but it's the music and variety that is worth it ;Mis;Positive;Music    
Gotta love the shuffle thru all my favorite genres rap rb rock n roll soul jazz it all blends together;Mis;Positive;Music   
I love that Pandora gives me the ability to listen to all my favorite artists in one app Obsessed with the Thumbprint radio, no need to switch from station to station it shuffles through all of my faves;Usa;Positive;Music   
Five 5 Stars Nough'said;Mis;Neutral;Music   
Pandora has been a good way for me to escape the drama at school and is now there for me to ignore associate at work. Always plays the best music. Never dealing with ads ever again...;Mis;Positive;Music   
Its Lit .. Thats That ;Mis;Neutral;Music   
Pandora knows me better than anyone It picked up on my vibe fast. Station shuffle has me hooked. People ask me all the time what station I'm listening to. I say all of them. Thanks Pandora  always my go to;Mis;Positive;Music   
The best of the best.;Mis;Positive;Music   
This is the best app to listen to music and I has all my favorites, although I can't pick a specific song to listen to right away, I will find it by listening to the musicians channel;Usa;Positive;Music   
I have been using Pandora for years.  There is NOTHING better  I listen all day long, at home, at work and on the road.;Mis;Positive;Music   
Its a very good music app;Mis;Positive;Music   
I really like it but I had a station that said liked songs and it was gone after the update. So I would like a liked station in the next update.;Dep;Positive;Music   
Just STUPID NOT TO BE ABLE TO LISTEN WORLDWIDE TO PANDORA  Just USA ...;Sup;Negative;Music    
So awesome I don't have to use money to listen to my songs  I just wish it didn't need wifi or 3G;Sup;Positive;Music    
The only reason I'm giving this app 2 stars is because their music selection is great. Songs I haven't heard of before, songs I haven't heard in a while, etc. I used to love this app but I will be deleting it as soon as I write this review.;Mis;Positive;Music    
WOW, the amount of ads is ridiculous. Every other song, I get hit with an ad, sometimes 2 I understand that they have to make money but I refuse to be bullied into their upgrade. ;Mis;Negative;Music    
iHeart Radio, here I come.;Mis;Neutral;Music    
Love Pandora  lots of great songs;Mis;Positive;Music   
I can find so many artists that I still love from when I was younger ;Mis;Positive;Music    
Plus the Disney channels are wonderful;Mis;Positive;Music   
Pandora is my goto for music whether I am driving or needing to wind down for the night. Pure awesomesauce;Mis;Neutral;Music   
Love pandora Easy to use interface and good selection of songs.;Mis;Positive;Music   
Best music streaming app out there.;Mis;Positive;Music   
Pandora is by far my most used music app and I love it. I wish there was a little more freedom for users without buying premium, but other than that amazing. The Thumbprint radio was a good addition as well. Music is very important in my life and this app is great for getting my daily squeeze of music in Thanks Pandora;Mis;Positive;Music   
All they want is you to pay for it;Mis;Neutral;Music    
Always the best music;Mis;Positive;Music   
I listen everyday and it does exactly what I want it to do Love the offline mode;Mis;Positive;Music   
I listen all the time I don't watch TV anymore, and I like the idea of having my music with me wherever I go....;Mis;Positive;Music   
Pandora is a great way to wake up every morning;Mis;Positive;Music   
Pandora is the only app that I've downloaded but Never deleted And I Never Will If you want the widest variety of artists, music, and genres, in the world, Pandora is it;Mis;Positive;Music   
Pandora keeps crashing for no reason a song will play after that it will shut down fix this issue This app was great until you guys decided to have to messages that constantly ask you if you want to make a playlist ;Dep;Positive;Music   
Seriously considering deleting pandora for that main reason;Mis;Negative;Music    
I love the music selections;Mis;Positive;Music   
I don't know what I would of done without Pandora during some really hard times I've had recently. Music helps me better than any pill, person, hypnosis, whatever it may be. Again thank you and I'll be updating to premium here in the next few days when I've got the money;Mis;Positive;Music   
Thanks for the good music;Mis;Positive;Music   
I love how pandora works very hard to satisfy their customerssubscribers I've been satisfied with pandora since 2012.;Mis;Positive;Music   
Nothing to complain about ;Mis;Negative;Music   
From an East Bay resident for over 20 years and now living in Gulf Shores, Alabama, your wonderful collection of music is a wonder to hear on our beautiful, sugarywhite sandy beaches. Thanks for the great job  ;Mis;Positive;Music   
Never had a problem with the app crashing until  recently. Considering switching to a different source for my music fix.;Dep;Negative;Music   
Main problem is crashing and you did an update to reduce the number of crashes, yet it crashes more now...;Dep;Negative;Music   
This app is CONSTANTLY buffering my music and wont play. 3 out of 5 times when I open it to play a song it just says buffering and it wont play anything. AND IM PAYING FOR IT Wont be for very long though...;Per,Usa;Negative;Music   
After every 45 songs, youll get a minutes worth of adds. Its not that bad, but still annoying they want us to buy the ad free one. Also it been crashing a lot lately. Its been so aggravating that I actually downloaded Spotify because of it;Dep,Usa;Neutral;Music   
After the last update I havent been able to play any music on any of my apple devices through the app. I just keep getting the message that my station is buffering and will be right back... Before now I have never had any problems and have always relied on Pandora for some good music ;Per,Sup,Usa;Positive;Music   
Since the last update 3 days ago, my stations have randomly paused themselves, skipped songs and not just in the middle of the song, its like someone is repeatedly holding down the skip button, just just closed out. I need the music to help me sleep and this is doing the total opposite. Also, not a fan of having to click through multiple screens to switch stations.;Dep,Sup,Usa;Positive;Music   
Whenever I use the app, a couple of songs in, the app crashes and my phone restarts automatically.;Dep;Neutral;Music   
The Vogues channel is a compilation of the  very best music ever produced. Thank you Pandora for allowing us to travel back in time and enjoy this journey with this timeless music;Mis;Positive;Music   
Very sad about this new pa Dora not being so good. Just keeps crashing on me and freezing. Not sure why its been downhill for a while now. I wish they would make work correctly.;Dep;Positive;Music   
Thank u pandora for getting me threw sum very sad times and emotional days .... gospel stations r my LIFE;Mis;Negative;Music   
The app needs an overhaul for sure. Crashes about every 15 on an Apple Watch and most of the time it takes about 30 seconds to load the app no matter what the connection speed is. These times are way worse when connected to Apple play in my car.;Dep,Per,Usa;Negative;Music   
Last update is making my iPhone 7 not working with radio;Dep,Sup;Neutral;Music   
extremely slow loading on my iphone the last several days and then skips songs all. the. time. usually half way through one i really like.;Dep,Per,Usa;Positive;Music   
has completely stopped working on my vizio tvs and glitches cannot support all the time on both my bluray players. Add better streaming mechanism in the app and fix the issues.;Sup;Negative;Music    
paid for a subscription for my son as well and it charges but wont register on his iphone so it still plays ads.;Usa;Positive;Music   
plays only the same handful of songs, no matter what you thumbs updown or add to the station. have an all female based country music station, only plays male artists plays NONE of the artists on the suggestion list. NONE. ;Mis;Positive;Music    
totally done with pandora. cancellingdeleting and switching to amazon music.;Mis;Positive;Music    
New version force closes everything for no reason. Not happy when Im working out and lose everything. And the amount and length of commercials is ridiculous.;Usa;Negative;Music   
Too many commercials but plays all my favorite songs ..;Mis;Positive;Music    
Asked me 3 times in a row if I wanted to review Pandora. I clicked no. It kept asking immediately. So here is your review.;Mis;Negative;Music    
Wish i could atleast choose what type of ads I'd prefer to hear over and over again. Why yall gotta play the same ones a million times;Mis;Positive;Music    
until this last update. Used 80 of my battery in four hours. Not acceptable.;Per;Positive;Music   
Love that you can customize your songs and that you can give a thumbs up or down to what you like so you know I love all kinds of artist s and music and it allows the switches easily.  Like descriptions of artists too;Mis;Positive;Music   
There are more ads playing than there is music. Please try to limit them;Mis;Positive;Music    
Listen all the time. I pay per month but it's the best money spent.;Mis;Positive;Music   
Its good but not the greatest you cant pay for it so thats ok;Mis;Positive;Music    
I love pandora because it has so much nice music and I can just jam out to my favorite songs I will definitely recommend it ;Mis;Positive;Music   
I updated my iPhone to iOS 11 and now I cant use my headphones to control pandora.;Sup,Usa;Neutral;Music   
I also use a VPN and cannot use Pandora. Even when using a IP address in the US.;Sup,Usa;Neutral;Music   
Both of these seem like fixable problems, so this rating is mostly out of disappointment of pandora.;Dep;Negative;Music   
Updated app, boom required video ads. I have to now start Pandora, watch the ad THEN plug it into my car to maybe listen to music if it doesn't glitch. Also when the app suddenly stops playing music, you guessed it. Gotta unplug from car, watch ad, reconnect phone. They are really pushing the paid version now. I Heart radio here I come I guess, it was a good decade Pandora but Im out.;Mis;Positive;Music   
I am a pandora premium user and Ive had no problems with the APP since the last update. Now the playlist randomly stops, skips, and its frustrating. I like Pandora but its more annoying now than useful.;Usa;Negative;Music   
I know that this is the way that make money, but it has become obsessive. Now they have not only placed them in between a few songs, but where the album covers are Very annoying;Usa;Negative;Music    
Dont know what Id do without Pandora;Mis;Neutral;Music   
Its freezing every other song. Paying 15 a month and dealing with this frustration is not worth. Literally needs to be fixed ASAP;Per;Negative;Music   
It has not been working afternoon updates ;Sup;Neutral;Music   
Love using pandora i am a freshman i high school and everybody listens to all this modern day music.  I love old country so i love that i can put my headphones in and tune out all their trash. Thank you again;Mis;Positive;Music   
It restarts my phone and shuts off every time I open it;Dep;Neutral;Music   
But every couple songs it stops to ask are you still listening. Yes I am still listening. Annoying as fk ;Usa;Negative;Music    
To many ads reduce it to an add every 2,000 songs. Not even kidding. It is very annoying.;Usa;Negative;Music    
This is a great app...when it's working.  shuffle feature is very nice to bounce between Excision and Jonny Cash.;Mis;Positive;Music  
Pandora knocks the rocks out my socks Wont ever double cross They got the sauce, ever since lift off;Mis;Neutral;Music   
It is very good app for music listening, but it started accidentally turns off on iOS 11. Its just doesnt work properly and turns off by itself.;Sup,Usa;Negative;Music  
Everybody should be able to replay and Download music not pay for it its not fair not everyone has that kind of money;Usa;Negative;Music    
Today I deleted this app out of disgust. My twin brother is dying today and I was playing Enya but was horrified when all these commercials started playing  the last thing he needs right now is health insurance.;Mis;Negative;Music    
I love pandora Its lets me listen to my favorite songs for free I dont think I would live without it ;Mis;Positive;Music   
I just updated my phone and Pandora is still crashing It's been doing this for months Nothing is fixed;Dep,Sup,Usa;Neutral;Music   
Pandora has a wide selection of music.  You have the option for commercials, or to pay for commercial free.  After listening on a commercial channel, you are offered a commercial free hour after you listen to a sponsors ad  Love the variety;Mis;Positive;Music   
Wish everybody would be on pandora so great;Mis;Positive;Music   
The only app that gets worse with every update Not only will it crash on you randomly but it will also prevent you from connecting even with a solid network connection;Dep,Usa;Negative;Music   
And I love being able to make my own channels and not pay. But my app crashes several times a day and my phone does a mini restart. Its frustrating;Dep,Usa;Positive;Music  
Normally a great appservice. But recent releases have had a lot of buffering issues on fast wifi and 4g. Reinstalling app helps but then app has been crashing. Theyre slipping on QA.;Per,Sup,Usa;Positive;Music   
Consentrate exercise my brain just like my body;Mis;Positive;Education   
As we eat older we lose brain cells. Lumosity is helping me keep younger at heart and mind.  Thanks Lumosity;Mis;Positive;Education   
I gotta tell U I enjoy these games but some of the game that show  ICON EVERY GODDAM TIME U GET IT CORRECT IS SOOOO ANNOYING AND GET IN THE WAY OF ME GETTING IT PERFECT FAST. Please fix this. I want better scores but that stupid thing gets annoyingly distracting. I really think training the brain is cool but seriously get rid of the check icon andor whatever the game shows on the screen that is not part of the game whenever I get it right. It's like dealing with a stupid happy teacher that compliments every time a student gets something right been thru that lol, and it's not a big deal that I get right each time, I wanna get more right faster so get out of my way lol.;Usa;Positive;Education   
Another thing I want to mention is that the multitasking train game... I guess it's supposed to test u on prioritizing skill too but if that's the case then it should consider the player's color of preference too, I think. Last but not least, I also want to point out that the game should ask if the tv or loud music is on, what kind of distractions a player may be experiencing before she plays these games every time so that the system is aware of the ability of the player. I did notice that it asked me a couple of times how many hours I slept but it doesn't every time so what's the about I do play the free version so I don't know what the paid version offers but so far I'm not so impressed tho I do enjoy the game more than other free games that I seldom play that probably doesn't train my brain as much as Lumosity games. ;Mis;Positive;Education    
And if you really want to train people's brain, maybe make it so that it trains the emotional intelligence part too I'm waiting lol.;Mis;Positive;Education    
Encuentro a Lumosity casi adictivo, increble como se ve el progreso, quiero tener una mente mas enfocada mejorar mi memoria y esta app siento que me ayuda a lograr esos objetivos, ademas es entretenidisimo. Recomedada 100;Mis;Neutral;Education   
This game really gives you a workout  It's fun, fast, and fabulous  It's also very encouraging and positive. You want to keep trying and it is NOT boring. Enjoy;Mis;Positive;Education   
I've been concerned about my memory recently so decided to try this. It's still early on but I'm enjoying it;Mis;Positive;Education   
Used to subscribe to this app, and I loved it. Since then I removed myself from Facebook, and now it won't let me create an account though gmail. Oh well..;Sup;Positive;Education   
This app does not let kids who would like to strengthen their brain use the app. I am eleven years old and it would not let me use it. I simply wanted to strengthen my brain and know where I was along the path of strengthening it. I would give it one star because of this.;Mis;Positive;Education   
I use the free account, so when I'm done with my daily exercise there are only 3 options for games to play.;Mis;Positive;Education    
