"content_review","sentiment_analysis","domain_name","label"
"Absolutely love the idea of a widget showing traffic but it only shows about a 1015 mile radius and since my location is centered and I only commute in one direction, I'm only really getting useful traffic info for a very small 5 mile area. Need to be able to make the shown area larger plz....otherwise this is a great idea ","Positive","Navigation","Usa"
"Add this back, otherwise you significantly reduce discoverability. Makes no sense to remove this. ","Negative","Navigation","Usa"
"also add do not turn signs on intersection .annoying ..it would mean a lot . ","Negative","Navigation","Usa"
"Also PLEASE add a search option to the 3D touch home screen menu. ","Positive","Navigation","Usa"
"But please make it have more options while offline. I want to play without the internet connection. It is not possible to be connected all the time. ","Positive","Navigation","Sup"
"Can you guys fix it for the FASTEST WAY WHEN THERE IS TRAFFIC ECT. Automatic fastest way please for us driving on the road all the the time... ","Positive","Navigation","Mis"
"Could find stuff along your route. Eg I'm heading to Grandma's but would love to find a gas station or bank along the way. Apple maps actually just incorporated this and upped their game... ","Positive","Navigation","Usa"
"Glad to have google maps back My only complaint is that you can't add multiple stops to your destination like you can on a computerlaptop. Also, the nearby traffic widget on my phone stopped working. ","Positive","Navigation","Dep,Usa"
"Good app but please please please would like to see easier options to switch from freeway to streets routes and real scenery street views","Positive","Navigation","Usa"
"Google maps has a illexecuted feature where it will find a faster route  redirect you to save time. This time is often less than 5 minutes. Unfortunately I've witnessed multiple occasions where, without fail, Google will redirect me while I am merging on the freeway, causing me to divert my attention from the road to my phone. The option to decline is too small and requires precise tapping. This needs to be an optional feature that you can turn off. Its timing is terrible and dangerous. I've submitted this as app feedback but I can't in good conscience recommend this app until that feature becomes optional. ","Negative","Navigation","Usa"
"I rely heavily on google maps to locate nearest restaurants, what the reviews say about a facility, what does the building look like so I don't pass it, or even how far away is my destination from my current location. I believe those are valid questions that google maps was created to answer.  ","Positive","Navigation","Dep"
"I used to be able to see a LIST of 3 alternative routes, where is it It used to show the time without traffic. Why did you take away the features that set you apart from other GPS apps Listen to your users We don't care about easily switching between walking, bussing, or train Or hearing that the route is clear and you'll arrive on time. You've taken away amazing features and replaced them with useless ones. ","Neutral","Navigation","Usa"
"Im looking into hiking the Pacific Crest trail in the next year or so. It would be the best if Google had full maps and resource guides I could download as an addon and use on and offline. ","Positive","Navigation","Mis"
"It does not have a choice for shortest route. I accidentally took the wrong way a few times. Need this feature. ","Negative","Navigation","Usa"
"It seems like they partnered with Chariot recently, and I'm okay with that partnership. My issue is that Maps now combines Chariot routes with other routes. I'd like to have the choice to select similar to UberLyft Chariot routes and others e.g. my local public  transportation system.  ","Positive","Navigation","Usa"
"Just one thing add Siri integration please. I really need it. ","Positive","Navigation","Sup"
"Please add speed limitscurrent speed and policecamera alerts.  You own Waze so I see no issues bridging the information over... ","Neutral","Navigation","Usa"
"PLEASE LET US DELETE MAP HISTORY ALL AT ONCE. THE ONE AT A TIME IS SLOW AND TIME CONSUMING. IT TAKES A LONG TIME TO DELETE EVERYTHING. UNBELIEVEABLE ","Positive","Navigation","Per"
"Since they own Waze ,Why they don't use some of Waze features,.like auto Re.center.,or auto start navigation without Pressing the Diamond shape .hidden cameras,speed traps . ","Negative","Navigation","Usa"
"Since Waze seems to be going quickly down the tubes, I have tried several other navigating apps over the past few weeks. Google Maps is definitely the most beneficial to me. I only wish I could get it to synchronize with my calendar like my iPhone Map app does because that app isn't as good as Google Maps. Also, allowing Waze incidents into the Google Map app isn't the best idea. It showed two accidents in my area this morning that didn't exist and of course, I couldn't delete the false alarms. It could also use a detour button. A stop at the grocery store on the way to granny's is not technically a detour. Anyway, I trust Google Maps will work out the bugs. ","Positive","Navigation","Dep,Sup,Usa"
"STILL lacking without traffic times, LIST of route options, short description of each route option and SPEED LIMITS. ADD all of these options please ","Positive","Navigation","Usa"
"STILL will not stop telling me to turn on wifi. I get it I know wifi helps It would be on if I were somewhere with wifi ","Positive","Navigation","Usa"
"Sure would be nice to have Speed and speed limit show like my Garman. Please add this feature ","Positive","Navigation","Usa"
"tap function like maps app. Without that is kind of useless. That tap function is really nice so that I don't need to be looking at my watch all the time. ","Positive","Navigation","Usa"
"The best if it would contain downloadable offline data. Can you please add that to app ","Positive","Navigation","Sup"
"The next update should have apple's Maps App feature that saves the location of your parked car after Bluetooth has been connected. ","Neutral","Navigation","Usa"
"There's no option to see the total miles in multiple stop option. How to turn off auto scale of the map Stop adding stupid innovations please... ","Negative","Navigation","Usa"
"They need speed limits for the streets and highways. Also a nice speed meter that tells your exact speed would make google maps waaayyy better. Please consider the suggested features. ","Positive","Navigation","Usa"
"This app is great and all but unlike apple maps, it doesn't show or tell you your recent trips. This feature would be great because then the user won't have to remember the exact address they could just start typing and since it would be in recents, the rest of the address will pop up. Or just have a tab with recent trips and people could choose to navigate from that list. Thanks ","Positive","Navigation","Usa"
"This app works great. It would be better if speed limits were also indicated in the app. MapQuest has this feature. Developers please add this feature.","Positive","Navigation","Usa"
"Very good app, but please add option to avoid us routes","Positive","Navigation","Usa"
"very good app, please add offline area and voice navigation for iran","Positive","Navigation","Usa"
"What the hell Google Stop sending me to toll roads. I don't know why I am having this issue. Please fix it.","Negative","Navigation","Dep"
"Would it be possible to add pop up technology when someone is near an area that has an event, bar or opening movie within the area that people are enjoying and lining up to see ","Positive","Navigation","Usa"
"Wow. Bc my nickname was already taken it deleted my entire review I'm about done with google maps. The new update is horrible Google maps should absolutely not be able to change your route once you've already picked it at the beginning of our trip. We specifically chose a certain route to avoid a particular area, but because google maps thought it was quicker it automatically changed it when I wasn't looking. This is absolutely ridiculous and should not be allowed I've always chosen google maps over any other service, but after this experience it barley gets a star in my book. This needs to be fixed Sincerely a very upset user. ","Negative","Navigation","Dep,Usa"
"You should add an on your way feature some times i need to go to school and i need coffe but i want it to be on the way , I don't want to get off my road to get it ","Neutral","Navigation","Usa"
"Corona Foothill extension is still not showing on map. Both satellite view and map view not showing. Foothill added several miles and is open for traffic. Map does not even show construction.","Neutral","Navigation","Dep"
"don't support download maps for iran. Please add iran map also in the offline download options","Negative","Navigation","Sup"
"Love google maps but I'd love to be able to share my current location on Spout","Positive","Navigation","Sup"
"Ok so I now spend at least half of my time posting on Spout, which is anonymous and location based. If I want to share my location for a meetup, I'll post a screenshot of Google Maps with my location. This will have to do until Spout integrates Maps ","Positive","Navigation","Sup"
"Please do better with the Apple Watch app. It's like you didn't even trydon't care. Apple maps did a great job with their Watch app  would love to see some of those features incorporated into yours  like notifying me when my turn is coming up. Only giving written directions to home or work...really, Google You're better than that. ","Positive","Navigation","Usa"
"The last update screwed up CarPlay. My podcasts turn off instead of whispering like they used too and they turn off whenever I use the voice feature in google maps meaning instead of being able to conveniently saying directions and listening almost hands free I have to fiddle with my phone to turn my podcasts back on every time I use maps...","Positive","Navigation","Usa"
"Unfortunately there is a bug that prevents voice search from working while my phone is connected to a Bluetooth device. The lack of voice search makes the app less useful when driving. Seems like a bug Google might want to investigate.","Positive","Navigation","Usa"
"Whenever I open a directions link from Google Now, the maps app doesn't find the location and looks as if it is always searching.  This is a new thing that happened with an update. Once the app is working, it works great.","Positive","Navigation","Dep"
"Would not load directions that are triggered by Google Now. Please fix it","Positive","Navigation","Dep"
"DO NOT UPDATE after update, the blue arrow was pointing upside down. Even after I turned it to the direction I'm driving, it still turned back upside down. And all directions it gave were extremely confusing because of that. ","Negative","Navigation","Usa"
"Fast, pretty accurate and easier to use than other similar apps. The only issue I personally noticed is that map view will enlarge, but the fontstreet name won't, making it difficult to read sometimes.","Positive","Navigation","Usa"
"Great app For my iPhone 7 plus the map is flipped, shows the direction and signs to the opposite side that corresponds and the bottom shows the above, it is confusing.","Positive","Navigation","Mis"
"Ok directions, otherwise useless  Interface is non intuitive and busy. And,one big, rolling ad machine. Remove ads. ","Negative","Navigation","Usa"
"Honestly the new material design UI doesn't look that different then what it was before. I wish Google would spend time updating their map graphics because compared to Apple maps, Google maps is a little blurry to look at, and overall less appealing then the colorful pop you get from Apple maps. I wish Google would implement their 45 degree HD satellite imagery in their maps because the regular view just doesn't cut it. Or have 3D maps. It also sometimes doesn't know the direction I am going in navigation mode and this is not compass interference because when I have Apple maps running at the same time it doesn't have any problem. ","Positive","Navigation","Usa"
"I never had a problem with maps until as of late. It tells me where to go but won't show as you drive. The screen shakes around. I'm very disappointed. I rely on this app heavy Because I don't go a lot of places. Please fix this issue","Negative","Navigation","Usa"
"So precise and fast. Latest updates are awesome especially offline mode directions Waiting for more options and interface customization updates.","Positive","Navigation","Mis"
"Text should expand or be adjustable too often cannot read small text for street names making navigation hard.  cannot see accidents unless you are zoomed so easy to miss then and get caught in traffic.  No traffic warnings via pol up on current route.  same old app has not kept up with competition. ","Positive","Navigation","Usa"
"The fonts on the map, especially the interstate labels and exit numbers are too small to read. And zooming in doesn't enlarge them. ","Neutral","Navigation","Usa"
"Why are state and country borders so hard to see  They used to be ok.  Now sometimes when I zoom in I can't even find them.  WHAT is that about  Is it a secret  The quality is definitely going down. ","Positive","Navigation","Usa"
"Why is it necessary to have a blue call out saying the same thing that the top says. I don't want to see the same this on the screen. ","Positive","Navigation","Usa"
"With the last version that was downloaded now I cannot see the time or distance anything the very bottom of the screen. The map system itself is pretty I wish that I could open it automatically as a default to the iPhone","Positive","Navigation","Usa"
"Y'all screwed it up and need to fix it NOW. Totally screwed up the visual of the location.","Negative","Navigation","Usa"
"Update won't load. What is the problem? Fix it now.","Negative","Navigation","Dep"
"Can't install after download the updates. Please fix the problem","Negative","Navigation","Dep"
"Its not updating many times","Neutral","Navigation","Dep"
"Tried repeatedly to update to current version and failed. Now left with a nonfunctional app that is either partially downloaded or partially installed or neither or both. Whatever it is Google Maps there but not there on my iPhone SE.","Negative","Navigation","Dep"
"timo aplicativos poderiam colocar calendrio ","Neutral","Navigation","Mis"
"I is important ambassador from moon. We no like map for no help getting from Rock to crater on moon. Is no hard Bigfoot direction. Just down. help goggle I no find my country in over 4 month. ","Positive","Navigation","Mis"
"Without traffic feature was vital when planning trips in advance. Bring it back. ","Positive","Navigation","Usa"
"4 stars because of one thing that is wrong.","Negative","Navigation","Mis"
"A great map system for navigating all around","Positive","Navigation","Mis"
"A quick note to anyone having compass heading andor route update or other issues REBOOT your device. Shut the phone off for at least 45 seconds before turning it back on. Even if you've had the app for years. iPhonespads are incredibly buggy this way.  ","Neutral","Navigation","Mis"
"Absolutely love this app Wouldn't use any other in the world... Although sometimes it just might take you in the area of the location you're trying to get to.... And have you doing a little extra it gets me where I plan on going... Thanks Google","Positive","Navigation","Mis"
"Also can certain location provide movie trivia's of where certain movies are being filmed or movies have been filmed...  ","Positive","Navigation","Mis"
"Also the pop up that says Fastest Route and makes moving the display impossible for what seems like an hour  Love it  Can't tell you how many times it's made me nearly rear end the car in front of me or yell obscenities with children in the car  Great work ","Positive","Navigation","Usa"
"Also, Google Maps often suggests routings which are often much slower. You much preview the route before you commit to it because otherwise you can be led on to a wild goose chase.","Positive","Navigation","Mis"
"Also, why in the world are you suggesting an alternate route that tacks on 30 more minutes","Neutral","Navigation","Mis"
"Always my go to app for everything.","Neutral","Navigation","Mis"
"Always on point. So far so good.","Positive","Navigation","Mis"
"amazing app... can use it for anywhere im trying to get to.","Positive","Navigation","Mis"
"And it's free I'd rather have this app it's better than purchasing one","Positive","Navigation","Mis"
"And others from Walmart.com to this store is awesome, they have made us so happy, we got a product defected and they made it right.","Positive","Navigation","Mis"
"App used to work great but now I can't access personalized info as the keep getting an error at login stating oops something went wrong. Been this way for months despite app updates and password changes.","Negative","Navigation","Dep"
"Apple needs to give up and I can't believe people pay for navigation applications. ","Positive","Navigation","Mis"
"as a truck driver this app is one of my first resource to get to all my destinations even when I'm out of usa I use this app every day street view satellite view is so helpful to me.. Thanks","Positive","Navigation","Mis"
"Aveces me enva por la va ms larga, y no por qu all tapn. ","Negative","Navigation","Mis"
"AWESOME The best I never use anything else. I have tried several but I have always come back to the BELOVED GOOGLE MAPS.","Positive","Navigation","Mis"
"Before I drive anywhere I check Google maps.","Neutral","Navigation","Mis"
"Best app ever Was able to use it overseas while on vacation to France and Italy So awesome","Positive","Navigation","Mis"
"Best gps app ever. I never use anything else...","Positive","Navigation","Mis"
"Best GPS we have ever used.","Positive","Navigation","Mis"
"Best map app that's out there","Positive","Navigation","Mis"
"By far the best map application. Very convenient","Positive","Navigation","Mis"
"Can't work without google map.  Use it.","Neutral","Navigation","Mis"
"Can't get my nearby traffic widget to work. What is the problem.","Negative","Navigation","Dep"
"Cannot live without google map. It would be perfect if I can interact with friends in app.","Positive","Navigation","Mis"
"Classy move Google. Real nice.","Positive","Navigation","Mis"
"Consider restoration on news that Google employeevandal has been fired ","Negative","Navigation","Mis"
"contact the ministry of transportation and urge them to update and send. I too have already done so. ","Neutral","Navigation","Mis"
"Cost me a lot of money Because it is not up to dated with toll roads. Boston Tobin bridge north is also a toll road","Neutral","Navigation","Dep"
"Crimea's been annexed by Russia. The USA and all civilized nation didn't recognize this illegal occupation. Stop spreading faulty data. Crimea is Ukraine ","Negative","Navigation","Mis"
"Deleting this app now Dump Google Maps ","Negative","Navigation","Mis"
"Directions are almost always perfectly accurate.","Positive","Navigation","Mis"
"Disgraceful that Google Maps has resorted to tacky misnaming of Trump Tower to 'Dump Tower' to protest Donald Trump's victory So unprofessional  disrespectful They even define the Trump Hotel as a garbage collection service. Shame on Google ","Negative","Navigation","Mis"
"Don't use any other map app other than google maps","Neutral","Navigation","Mis"
"Dr. Jessica Stephenson is an amazing Optometrist She has me seeing 2020 in my contacts for the first time ever She went the extra mile to make this happen Her staff is wonderful as well","Positive","Navigation","Mis"
"Dr. Mary Mellard replaced 2 old crowns for me today.  The procedure was totally pain free.  All the work was done in one session with State of the Art equipment.  The staff is very professional and Dr. Mellard is a very gentle dentist.","Positive","Navigation","Mis"
"Easy to use and full features add stops along the way see traffic around and thewidgets make it that much easier","Positive","Navigation","Mis"
"Easy to use and mostly accurate. Apple maps was surprisingly better in places like Bangkok. But I'm used to using google maps and it works fine for locating where I am and showing best routes to a destination when I'm walking around in the states.","Positive","Navigation","Mis"
"Easy to use. Very accurate.","Positive","Navigation","Mis"
"Every time I want to get directions on Google maps. It brings up the screen and just stays white Ever since I've updated its had this problem. Please fix Thanks","Positive","Navigation","Usa"
"Everything you need and it just keeps getting better ","Positive","Navigation","Mis"
"Excellent app for traffic","Positive","Navigation","Mis"
"Finally 5 star worthy The refresh button amazingly designed","Positive","Navigation","Mis"
"Finally we have a navigation app that works the way it supposed to almost all the time. I always make it to my destination on time and without any superfluous directions where as using MapQuest or any other application will lead to many unnecessary turns and extend the length of your trip. This app works perfectly for me every time I use it","Positive","Navigation","Mis"
"First time ever going into this facility, this experience has made me choose a different phone company. I believe here name is Nazareth and I couldn't believe how inappropriate her work ethic is. Not only was she constantly using her personal cell phone instead of helping customers but she had a horrible attitude after each time she spoke to whomever she texted. Her demeanor was extremely rude and made me very uncomfortable speaking to her. Not only was she rude but would speak Spanish in front of me as if she didn't realize I spoke Spanish myself and it was extremely vulgar. I will never go back there. This woman should never be allowed to be in customer service again ","Negative","Navigation","Mis"
"For better and less confusing than Apple maps. When you talk to this app it understand what you say, when you talk to Apple Maps it gives you all kinds of weird words and it's very frustrating. ","Negative","Navigation","Usa"
"For right now the most reliable for my money.","Neutral","Navigation","Mis"
"For the backseat driver, relax, be confident with this app that your driver will get you to your destination. I missed my exit one time and ended up in a downtown college area that was under construction. No problem. Google maps is up to date, and I was easily directed through the area in a timely manner, and back on the road again.  ","Positive","Navigation","Mis"
"For those of us that like to have the navigation arrow without entering an address, would you add Driving Mode to the iOS app Thank you. ","Positive","Navigation","Usa"
"Forever Green Interior Plantscaping ","Neutral","Navigation","Mis"
"Gets me from point A to B quick fast and in a hurry","Neutral","Navigation","Mis"
"Gets me there every time with clear accurate directions. Like it being connected to my contact list.","Positive","Navigation","Mis"
"Gets me where I need to go, fast.","Neutral","Navigation","Mis"
"Good app and esy to use","Positive","Navigation","Mis"
"Google has made it a thing to keep this APP top notch. Absolutely nothing else to look for elsewhere.","Positive","Navigation","Mis"
"Google maps application is awesome...","Neutral","Navigation","Mis"
"Google Maps gets me everywhere... I wish I could say that about Apple Maps ","Positive","Navigation","Mis"
"Google Maps has a new UI that is wonderful. Gestures are a nice touch as well. I really dig the Navi on this app over Apples.","Positive","Navigation","Mis"
"Google maps has helped us navigate many roads and I'm happy for that, but they need to fix how much the app loves taking you on toll roads without warning or asking preference. ","Positive","Navigation","Dep"
"Google Maps has renamed Trump Tower to Dump Tower. What a bunch of childish cry babies. You would expect professionals to be working at Google. Maybe we should rename them Goober. They owe us, their users, an apology. My guess is you won't see one soon. ","Negative","Navigation","Mis"
"Google maps has the best understanding of direction making better than my wife.","Positive","Navigation","Mis"
"Google maps have big Impact in my trips and my life . Thank you google from the deep of my heart .","Positive","Navigation","Mis"
"Google Maps is great Very easy to use. It's great to so you where wrecks are and gives you great detours.,","Positive","Navigation","Mis"
"Google Maps is incredibly great. The biking directions, the onehanded zoom inout gestures and pretty much everything else was well thought out. ","Positive","Navigation","Mis"
"Google maps is the best map app in the world... There really isn't a need for anything else....","Positive","Navigation","Mis"
"Google Maps' dynamic traffic routing is superior over Apple's Maps.","Positive","Navigation","Mis"
"Google should be ashamed, I'm divesting. ","Negative","Navigation","Mis"
"Google traffic said traffic only  ","Neutral","Navigation","Mis"
"Great and perfect App no doubt","Positive","Navigation","Mis"
"Great app that keeps getting better over time.","Positive","Navigation","Mis"
"Great app to use  Usually current info and easy to find things.  ","Positive","Navigation","Mis"
"Great app, I use it daily for the best commute route.","Positive","Navigation","Mis"
"Great day  highly recommend it for a fun, informative day","Positive","Navigation","Mis"
"Great features,accurate gps and pretty good traffic information","Positive","Navigation","Mis"
"Great for letting a loved one know where your at in the woods when you hunt. Just in case.","Positive","Navigation","Mis"
"Great road coverage, and always getting better","Positive","Navigation","Mis"
"Great service gets me where I don't want to be in a hurry.","Positive","Navigation","Mis"
"Great suggestion I have though, why not have specific add ons people can download for specific areas and cities, for hikes and fun places to go, for walking tours and self guided educational experiences via Google maps ","Positive","Navigation","Usa"
"Great Good people and great service","Positive","Navigation","Mis"
"Great, amazing and convenient.","Positive","Navigation","Mis"
"Great, helpful, friendly, and caring surgeon. He took the reigns on an issue I'd been having for a long time when my Gastro doctor dismissed me with no explanation. He sat down and talked to me like a human being and explained the reasons why I was feeling the way I was. My surgery went great and he took super good care of me. I would never go to another surgeon unless there were no choice","Positive","Navigation","Mis"
"Guys the Google maps app on Apple watch doesn't have the  ","Neutral","Navigation","Mis"
"Had a few slow areas. ETA to LA 4.5 hours. 3 hours later she  ","Neutral","Navigation","Mis"
"Hands down, the best maps app out there. I don't need to compare this is all I want in a maps program, easy to use constantly updated and always on the cutting edge of new products.","Positive","Navigation","Mis"
"Has Trump tower as dump tower. Time to dump google ","Negative","Navigation","Mis"
"Hey, you guys made it worse. I copied a long address from a website. Say 1000 N wolf road blabla. Why there is another option for 1000 S wolf road I said North You can point me to the wrong one dud","Negative","Navigation","Dep"
"How can I survive without google map","Neutral","Navigation","Mis"
"however the maps for Beirut must be updated... PLEASE do so for everyone's sake. ","Positive","Navigation","Mis"
"I am directionally challenged so this app has been a life saver","Negative","Navigation","Mis"
"I am excited to receive the merchandise and I expect everything to be in very good order. Thanks, Sheila","Positive","Navigation","Mis"
"I am literally lost without you.  You even reroute me when there's an accident  Lol and it's awesome to know one route is 5 minutes slower when I'm late to work.","Positive","Navigation","Mis"
"I am pleased using this app as map guide.","Positive","Navigation","Mis"
"I can add multiple stops now, thank you i love this app","Positive","Navigation","Mis"
"I can find about anything I look for on Google Maps Highly recommended.","Positive","Navigation","Mis"
"I can't see any of the alternatives ever competing with this app.","Neutral","Navigation","Mis"
"I cannot say enough about this app. It makes your driving experience easier and enjoyable. I suggest using the Google app as well.  Your voice commands makes it convenient for hands free driving. ","Positive","Navigation","Mis"
"I choose this over apple maps all the time.","Neutral","Navigation","Mis"
"I depend on this more then Waze.","Neutral","Navigation","Mis"
"I downloaded this app for the first time when lost from Apple maps in nyc and it came in handy which got me where I needed to be and fast.","Negative","Navigation","Mis"
"I especially like the transit addition on here. It creates a bus route in seconds and shows every detail of my trip I need Love it. Ty Google team ","Positive","Navigation","Mis"
"I find Google maps to be superior to any other mapping app available.  I like that it also shows traffic besides actual views of specific properties.","Positive","Navigation","Mis"
"As good as it gets with on time traffic info that has saved me from jams","Positive","Navigation","Mis"
"This app started giving nonsensical directions a couple months ago. If Im in the parking lot of a store, it tells me to leave the parking lot and drive in a 1 mile loop before heading right back to where I am.","Positive","Navigation","Dep"
"Amazing that can do now in google where ever you are now there areason  that they could find place and favorites hang outs","Positive","Navigation","Mis"
"I always use google maps. But after this last update It wont track my location accurately. It almost seems to freeze and get all disoriented. It normally corrects itself after about 3 min but at times it has shown me about a mile away from where I actually was. ","Negative","Navigation","Sup,Usa"
"Traffic times also are not accurate. It shows up to date traffic and seems to estimate arrival times to be a bit later in heavy traffic, but I normally arrive about 10 min later than the google estimate was. Other than this, its a great app.","Positive","Navigation","Dep,Usa"
"DO NOT SEND YOUR CHILD HERE Children are not safe in this location as they are currently under investigation by the Depart of Children and Family. Only board members can have access to volunteer or even visit their child, others are not welcome. If you read the parent handbook you will see that bullying does not exist in preschool and if you bring any issue to light be prepared to have your child removed without DUE PROCESS. Stay away from this place it is DANGEROUS. ","Negative","Navigation","Mis"
"Taking me twice as long due to little streets this dumb app made me take to get it interstate in down town Seattle, should have relied on my own routes. Telling me 30 min to my destination for past 1 hour","Negative","Navigation","Dep,Usa"
"There is a problem with the app. With bluetooth headset connected, voice navigation still comes out of phone speaker. Fix this.","Negative","Navigation","Sup,Usa"
"I don't know what you guys did to the Maps algorithm but it's working terribly. It's been consistently showing longer and more circuitous routes as the primary suggested route when shorter ways are available. I use the app a lot during my long commute to gauge traffic and several weeks ago the app stopped showing one routea rather obvious one that often used to be shown as the fastest. It's not even shown as an alternate similar ETA route now unless I manually override.","Negative","Navigation","Dep,Usa"
"Sometimes the app suddenly recalculates and changes routes in the middle of driving for no apparent reason, shifting to a longer route with worse traffic. When the route is manually overridden back to the original route, I can see that the original route still takes less time. Please tell me you have a fix in the works","Positive","Navigation","Dep,Usa"
"My sandwich was tender and delicious It totally hit my taste buds and put my stomach on FULL ","Positive","Navigation","Mis"
"I was surprised to read a review that portrayed Mr. Hofrichter as condescending, because I found him to be warm and personable. He may not tell you what you want to hear, but he will tell you the absolute truth and exactly what you are dealing with. I prize honesty above all else. ","Positive","Navigation","Mis"
"Vegan ramen was amazing. Will definitely come again soon ","Positive","Navigation","Mis"
"My wife loved this location and the cashier recommended other locations of theirs that have top quality clothing for low prices ","Positive","Navigation","Mis"
"Not terribly happy...can't print the directions from my iPad. And it routed me onto a different route costing me 4 hours of extra driving time.","Negative","Navigation","Dep,Usa"
"Good app but the offline doesnt work. Please make it possible to use this app without internet connection.","Negative","Navigation","Sup"
"I use google to get Me around until I familiarize Myself with My New Home State...Thank You Google","Neutral","Navigation","Mis"
"Im using this app riding shotgun and having a great time with it","Positive","Navigation","Mis"
"No bus route info. Position tracking not updated when on taxi. Not sure what went wrong. ","Negative","Navigation","Dep,Usa"
"And some buses are not shown.... Hmmm. I'm in Singapore","Neutral","Navigation","Dep,Usa"
"App hung up during installation of recent fix. Can't be accessed, can't be deleted and reinstalled. Stuck on installing. Please fix this","Positive","Navigation","Dep,Usa"
"Thanks A simple fix I'm embarrassed I didn't think to reboot. I've changed my rating of Google Maps to five stars my rating of this user me to zero","Positive","Navigation","Mis"
"Love This App One Of My Most Used Ones. Makes Life Much Better Ver Accurate ETAS And Directions.","Positive","Navigation","Mis"
"I have been utterly frustrated with maps not being able to easily access my contacts on the phone, when those contacts themselves originate and sync to the same exact googlegmail contact account used to log into google maps.","Negative","Navigation","Dep,Usa"
"For example, Ill type in the name of John Smith from my contacts, and Ill get all the John Smiths that are a data point on google maps and maybe if Im lucky, itll find an address linked from my contacts.  Forget it, if you have two address for a friend.  Without the exact search terms, itll never show up, and youll get poor connection problems.  Yes, weird.","Negative","Navigation","Usa"
"I cant believe Im the only one complaining.  I cant believe Ive suffered this long.  I cant believe Im having to detail this.  It just seems too obvious for this problem to have been neglected sooo long.","Negative","Navigation","Mis"
"Hands down the most accurate and consistent mobile navigational app on the market.","Neutral","Navigation","Mis"
"I love using Google Im a truck driver I just wish that you had something for trucks because sometimes they want to route you want to car route it doesnt help much but anyway you guys are on top your game keep up your hard work.","Positive","Navigation","Mis"
"Lo nico que le falta es que marque el mximo de millas por carretera como lo hace un gps para que est completo... la aplicacin de map en el iPhone ya lo tiene, pero a m m gusta usar ms esta aplicacin... ","Neutral","Navigation","Mis"
"Was sent google map and it opened to a Middle Eastern country to a bank. Im in America. Map stated 3 miles from me. The pictures in the bank had names, all of who were POSSIBLE TERRORIST RELATED. Google maps got right involved , never got back with me, nothing. More info. Not satisfied F","Negative","Navigation","Dep,Usa"
"Kelly went above and beyond to help me.  Very patient, explained everything, showed me several spaces, helped me figure out how to get insurance on my trailer, very  helpful and smiled all the way through the process.  What a pleasure to work with someone so service minded.","Positive","Navigation","Mis"
"I began every morning to start the work with this and I really need it to find all of adresses for first time I love the google map and I could help to edit every where wrong in it.","Positive","Navigation","Mis"
"Bus routes, bike times, and almost no lag. Apple maps is the worst..","Negative","Navigation","Mis"
"How about visual support for the iPad Pro 10.5. Its been out for months now. ","Positive","Navigation","Sup"
"Long time veteran user of Google Maps. Unfortunately the application now freezes when searching and has other bugs. Could be due to iOS 11 I have an iPhone 7 with iOS 11.0.3.","Negative","Navigation","Dep,Usa"
"Ok, whatever update google maps got is terrible. It doesnt update as Im driving and thinks Im sitting at the same spot when Im moving and waiting for the new directions. Very frustrating I used to love this app, but now I hardly use it. Its dangerous to use while driving, so I have to pull over and put in the address on a different app or car gps woof. Please fix","Negative","Navigation","Dep,Sup"
"I use maps where ever I go and around in town and out of town","Neutral","Navigation","Mis"
"Generally I love Google maps but I am experiencing a bug. Even when I have the option of avoiding tolls turned on, it always tells me to take the express lanes on the highway. This would cost me about 10 a trip so I am not interested I wish I could get directions that do not include the express lanes. It affects my directions because the express lanes have certain exits and so it changes my actual route, and it gives me an inaccurate estimate of when I will get to my destination.","Negative","Navigation","Dep,Usa"
"App been crashing a lot lately during navigating. Please fix","Positive","Navigation","Usa"
"This app is the only app I have that is constantly crashing I have to use it every day to get to my clients' homes. It's so inconvenient to have to pull over and figure this out in the middle of driving.","Negative","Navigation","Dep,Usa"
"Dr. Hey was part of a team that helped save my husbands life. He prayed for and with my husband and will gladly pray for and with all his patients. He also contributes to worthy causes, like Hearts for the Homeless, which helps feed the homeless of Fort Worth. He cares","Positive","Navigation","Mis"
"Slow in determining direction to travel, never a direct route, and constantly changing scale making it difficult to determine next turn without having to concentrate or stare at the screen.","Negative","Navigation","Per,Usa"
"Not sure what happened to Google maps, which was my go to app for finding services and reviewing places. Ever since the last update it only shows walking directions to places with no ability to change it to driving or any other method of transport. Come on google, fix this glitch","Positive","Navigation","Usa"
"Faster and accurate. Good job","Positive","Navigation","Mis"
"I show dogs all over the USA. I can depend on Google Maps to mark my route, tell me the fastest way and knows construction or traffic. Use Google Maps to get where you need to go. Its awesome","Positive","Navigation","Mis"
"Live in the city, don't have a car, please stop showing me driving direction. Show me train bus please. Need it bad. ","Negative","Navigation","Usa"
"For whatever reason after the last update, my gps is on offline mode.  I have tried everything and even took it to a tech to sold the issues.  The techs at my carrier said it was a google issue.  Please fix","Positive","Navigation","Sup,Usa"
"Es algo que no slo ayuda a encontrar direcciones y con tanta exactitud , permite viajar , volar y descubrir.... gracias a todo el Team de Google map. Sois nicos y gracias , muchas gracias. ","Negative","Navigation","Mis"
"Have to click 2 buttons to get home. Waze 1. A little thing but I wish theyd fix it. ","Positive","Navigation","Usa"
